3664 Hughes Place,"$1,499,000","$5,726",,5,2,house,,freehold nonstrata,2 storey,forced air,cul-de-sac,shopping nearby,"clothes washer/dryer, dishwasher, range top, refrigerator",woodland acres,3 days,310,r2768489,rebgv,48.35 feet,48 ft x 0 ft (8625 ft²),built in 1975 (48 yrs old),irregular,1
2987 Coast Meridian Road,"$875,000","$2,383",$300,3,1,townhouse,,freehold strata,2 storey,natural gas,"drapes/window coverings, garden","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",birchland manor,39 days,2938,r2759601,rebgv,,,built in 1986 (37 yrs old),,1
2345 Hawthorne Avenue,"$1,850,000","$4,035",,3,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",smoke alarm,shopping nearby,washer/dryer/fridge/stove/dishwasher,central port coquitlam,41 days,84,r2758247,rebgv,0.00 feet,4026 ft²,built in 1989 (34 yrs old),,1
24 3476 Coast Meridian Road,"$828,000","$2,223",$336,3,1,townhouse,,freehold strata,3 storey,"electric,forced air","drapes/window coverings, fireplace insert, garage door opener, smoke alarm",,"disposal - waste, microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",lincoln park,42 days,672,r2758039,rebgv,,,built in 1989 (34 yrs old),,1
106 2253 Welcher Avenue,"$588,900","$1,532",$376,2,2,apt/condo,,freehold strata,ground level unit,"electric,natural gas","elevator, garage door opener, garden","recreation nearby, shopping nearby, wheelchair access","clothes dryer, clothes washer, dishwasher, in suite laundry, refrigerator, stove",central port coquitlam,43 days,958,r2758169,rebgv,,,built in 1994 (29 yrs old),,0
6 3481 Coast Meridian Road,"$935,000","$2,513",$375,3,2,townhouse,,freehold strata,2 storey,natural gas,"drapes/window coverings, security system","golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,glenwood,43 days,980,r2758190,rebgv,,,built in 1989 (34 yrs old),,1
106 2343 Atkins Avenue,"$938,000","$2,762",$555,3,2,townhouse,,freehold strata,"2 storey,corner unit","baseboard,electric","drapes/window coverings, elevator","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",central port coquitlam,43 days,737,r2758217,rebgv,,,built in 2011 (12 yrs old),,1
3266 Liverpool Street,"$1,238,000","$3,991",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",drapes/window coverings,,washer/dryer/fridge/stove/dishwasher,glenwood,43 days,708,r2757507,rebgv,0.00 feet,6587 ft²,built in 1957 (66 yrs old),,0
2731 Davies Avenue,"$899,900","$3,363",,2,1,house,,freehold nonstrata,"1 storey,rancher/bungalow","baseboard,electric",,shopping nearby,washer/dryer/fridge/stove/dishwasher,central port coquitlam,44 days,1489,r2757955,rebgv,39.96 feet,39 ft x 122 ft (4164 ft²),built in 1946 (77 yrs old),122.06,0
212 2478 Shaughnessy Street,"$499,900","$1,415",$294,1,1,apt/condo,,freehold strata,upper unit,"baseboard,electric","drapes/window coverings, elevator, fireplace insert, garage door opener, smoke alarm","bike room, exercise room, recreation nearby, shopping nearby, storage","clothes dryer, clothes washer, dishwasher, microwave, refrigerator, stove",central port coquitlam,44 days,484,r2757688,rebgv,,,built in 2005 (18 yrs old),,0
233 2108 Rowland Street,"$999,900","$3,082",$405,4,2,townhouse,,freehold strata,"2 storey,corner unit","baseboard,electric","cul-de-sac, drapes/window coverings, fireplace insert, garage door opener, smoke alarm, windows - thermo","bike room, golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",central port coquitlam,44 days,1577,r2757413,rebgv,,,built in 2008 (15 yrs old),,1
225 2109 Rowland Street,"$580,000","$1,687",$444,2,2,apt/condo,,freehold strata,"end unit,upper unit",baseboard,"elevator, garage door opener, intercom, smoke alarm, sprinkler - fire","shopping nearby, storage, wheelchair access","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",central port coquitlam,45 days,1315,r2757632,rebgv,,,built in 1994 (29 yrs old),,0
1144 Settlers Court,"$1,849,900","$5,217",,6,3,house,,freehold nonstrata,2 storey w/bsmt.,mixed,"cul-de-sac, oven - built in, storage shed, vacuum - roughed in",recreation nearby,washer/dryer/fridge/stove/dishwasher,citadel,2 days,125,r2769131,rebgv,0.00 feet,0 ft x 0 ft (5737 ft²),built in 1989 (34 yrs old),0,1
108 1650 Grant Avenue,"$645,000","$1,672",$429,2,2,apt/condo,,freehold strata,1 storey,"electric,natural gas","drapes/window coverings, elevator, intercom","recreation nearby, shopping nearby, storage, wheelchair access","in suite laundry, washer/dryer/fridge/stove/dishwasher",glenwood,3 days,83,r2768524,rebgv,,,built in 1995 (28 yrs old),,0
3664 Hughes Place,"$1,499,000","$5,726",,5,2,house,,freehold nonstrata,2 storey,forced air,cul-de-sac,shopping nearby,"clothes washer/dryer, dishwasher, range top, refrigerator",woodland acres,3 days,310,r2768489,rebgv,48.35 feet,48 ft x 0 ft (8625 ft²),built in 1975 (48 yrs old),irregular,1
305 2288 Welcher Avenue,"$624,900","$1,694",$312,1,1,apt/condo,,freehold strata,corner unit,"baseboard,electric","drapes/window coverings, smoke alarm, sprinkler - fire","bike room, shopping nearby, wheelchair access","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",central port coquitlam,3 days,65,r2768863,rebgv,,,built in 2016 (7 yrs old),,0
750 Victoria Drive,"$3,250,000",,,2,2,house,,freehold,,forced air,,,,oxford heights,23 days,165,r2762753,canadian real estate association,,,built in 1960 (63 yrs old),,
